x,y
0.39737132240898615,-0.11061144093694773
0.518150830480554,1.2184238851264204
-0.18732269977866878,-0.18730956555934444
1.2633702524059132,0.613947783322327
-0.3755795087479617,0.43404803486877175
-0.3707341542499698,-0.3725838028562055
0.1935698172528273,-1.5306241957262383
-1.3799342660104263,-0.44983002339277817
-0.8102648962675391,0.2513978660762191
-0.7264192604169688,-1.1298429610682332
1.1725190151372433,-0.18062104038922855
0.05402256375033907,-1.1397985489707654
4.5644938203798535,5.088738071767893
4.079205138062157,5.300558414676537
4.519489048064956,4.766645000165378
4.5186347102164826,6.48182254760715
4.989202220209653,4.1538312568352795
5.658035929682551,4.023325080023183
5.167090876003805,3.4322639008961797
3.9374511608812552,5.157488988695299
5.590773263996328,5.137094624951977
4.907481374089407,4.759117043528569
3.817182407706058,4.424124633284233
4.63148898323217,5.845697780975133
-4.725105368345231,3.589567875709813
-4.740732824484164,4.691934175666947
-5.541537600244767,5.489341031072694
-4.175200382003239,5.745024095292959
-5.671374018578111,4.7526300993190285
-4.734989254877149,5.780436101697887
-5.383339390276232,4.851472818668946
-5.885067979204822,4.043034700735463
-4.349979342084642,6.0849920228566585
-5.057608097264267,5.8028263183136195
-4.710691179961893,4.4839041963159
-4.7108835155932685,6.230429253172775
4.9713391687120385,-3.748285075348795
2.9042039167282043,-4.342477996499821
5.069637654590537,-5.239205880372694
5.073408621228402,-6.590055131680714
4.824262489729991,-4.714309942790603
6.182315235793213,-5.414616174618918
4.35320511768545,-5.401405634867629
5.7323216941616595,-4.736999112272253
4.576191836986369,-4.589386053509315
5.077662039478432,-4.225084007573688
4.438357524898118,-5.262129717278214
4.686313477494274,-6.170811958505695
1.4806013853228803,1.3052763608994467
0.025567283212304448,-1.1729356668757345
