x,y
-0.6004917738046983,1.0530858597694557
0.9969120229147443,-1.2839325930068757
-1.174514943183924,-1.3720563663786949
1.4870269532100435,0.07007038101264279
-0.04185775713978731,0.4443773093237197
-0.7707229553196504,-0.14425717238417707
-0.9467273248876357,0.4843567365550925
4.238679557262412,5.288684847823004
5.848488204880702,4.906278257269883
5.66053188043305,4.03214915854862
4.047597106957815,5.175897456825103
4.82966469590058,3.8708006852758485
4.613615187566177,5.961409665905764
4.435357573998519,5.020145083774843
-5.3129025238429834,5.154511298815231
-4.720567254444111,5.472950705700406
-4.583672104247712,5.660177911295143
-4.659037194243541,5.1565120206558746
-5.411289742574649,2.541048947792188
-5.316127256274044,4.363680652830338
-5.562561209330438,3.6100858583693407
5.600646606389699,-6.491162515562922
5.3348087875099095,-5.188267069728323
5.345685739350519,-4.3037664556870965
6.606897749527945,-3.9025832738007113
5.846878309308284,-3.8437299486721663
5.039058632352211,-4.927736383767574
4.615794549791282,-4.759469811523876
5.564899141111392,-0.09657523104109064
-0.004037991997271871,-3.192651167872262
