x,y
77.0258801285058,42.525984886397346
79.84068753294439,43.57878501106762
76.53894921127012,43.18357687422877
78.46022322670304,44.61873210393338
78.22107007878832,44.74948598122099
90.14308719287918,68.92397287316716
84.83530653299518,68.10925744944063
87.09175083628924,71.99474749137816
85.6318970758285,68.05648995201133
84.21082955975578,71.03798848158578
10.904243131171837,98.64854370028598
8.086715374187564,98.02655780980903
9.65110640704641,97.99961235713361
11.160592344661334,98.00942626122496
10.775561914908742,97.69739330265338
76.69220899641526,79.86900697937246
73.19965855932396,77.96708809498078
75.1732248904497,77.3286748312087
75.56368569658193,81.59631315016418
74.38230796764881,80.54298723687835
9.445623724322978,44.368823729585166
13.136869397764597,46.21103845227527
14.233816427140297,46.62528825995656
12.113913123057712,44.11389020422758
14.527315030068895,44.655985139793486
34.52842977658228,90.40992445685322
35.2408978512549,93.67082037296771
37.36465389539925,94.05746959299572
36.225297130585055,92.9935782670136
38.330983211192795,92.0578058054197
65.30006248318128,80.9523094449497
63.660404314936315,81.51268553908635
61.99483271688838,83.25010628865417
63.447707327661014,82.30114956453838
65.34800532587828,83.16922367914289
45.672190100678684,22.526901209458842
43.49482325864481,22.56443575666489
40.966751014817056,19.829647233631512
41.69602065802431,20.729378523274725
45.14096833617999,20.912914067757566
54.702153593504704,8.980182205989664
54.74595075946063,7.856756747351706
53.591243341563725,5.9708504946822725
53.55843459176232,5.703659458616408
57.13909497649827,2.9270847640328355
83.63196448634991,63.64191111687104
81.57481728786462,60.27432420342958
82.90737621468594,62.10745449407888
83.2284696219676,63.21014420325337
85.96667498190004,62.687728657260436
